USER_ID,YOB,Gender,Income,HouseholdStatus,EducationLevel,Party,Q124742,Q124122,Q123464,Q123621,Q122769,Q122770,Q122771,Q122120,Q121699,Q121700,Q120978,Q121011,Q120379,Q120650,Q120472,Q120194,Q120012,Q120014,Q119334,Q119851,Q119650,Q118892,Q118117,Q118232,Q118233,Q118237,Q117186,Q117193,Q116797,Q116881,Q116953,Q116601,Q116441,Q116448,Q116197,Q115602,Q115777,Q115610,Q115611,Q115899,Q115390,Q114961,Q114748,Q115195,Q114517,Q114386,Q113992,Q114152,Q113583,Q113584,Q113181,Q112478,Q112512,Q112270,Q111848,Q111580,Q111220,Q110740,Q109367,Q108950,Q109244,Q108855,Q108617,Q108856,Q108754,Q108342,Q108343,Q107869,Q107491,Q106993,Q106997,Q106272,Q106388,Q106389,Q106042,Q105840,Q105655,Q104996,Q103293,Q102906,Q102674,Q102687,Q102289,Q102089,Q101162,Q101163,Q101596,Q100689,Q100680,Q100562,Q99982,Q100010,Q99716,Q99581,Q99480,Q98869,Q98578,Q98059,Q98078,Q98197,Q96024
644,1979,Female,"$100,001 - $150,000",Single (no kids),Bachelor's Degree,Democrat,No,No,No,No,No,No,Public,,Yes,No,,Yes,No,Yes,,Study first,Yes,No,Yes,Yes,Giving,Yes,No,Idealist,No,No,Cool headed,Standard hours,No,,Yes,Yes,No,Yes,P.M.,Yes,,,No,Circumstances,Yes,No,No,Yes,No,TMI,No,No,Tunes,Technology,No,Yes,Yes,No,Yes,Supportive,No,,No,Cautious,Yes,Yes!,No,Space,Yes,Online,No,No,Yes,Yes,Grrr people,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Own,,,No,Yes,Yes,Yes,Check!,Yes,No,No,No,,No,Yes,No,No,Yes
645,1957,Male,"$100,001 - $150,000",Married (w/kids),Bachelor's Degree,Republican,,No,No,Yes,Yes,No,Private,No,No,No,No,No,,Yes,,,,,,,,,Yes,Pragmatist,No,No,Cool headed,Standard hours,No,Right,No,Yes,Yes,No,A.M.,Yes,End,Yes,,Me,No,No,Yes,,No,TMI,No,Yes,Talk,People,Yes,Yes,No,No,Yes,Supportive,No,PC,Yes,Risk-friendly,No,Yes!,No,Socialize,No,In-person,Yes,Yes,Yes,Yes,Yay people!,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Own,Optimist,Dad,No,No,Yes,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes
647,1995,Male,,Single (no kids),,Republican,No,No,No,No,Yes,Yes,Private,No,No,No,Yes,No,Yes,Yes,Science,Try first,No,Yes,Yes,No,Giving,No,Yes,Pragmatist,No,No,Cool headed,Standard hours,No,Happy,Yes,No,No,No,P.M.,Yes,Start,Yes,Yes,Me,No,No,Yes,Yes,Yes,Mysterious,No,Yes,Tunes,People,Yes,Yes,Yes,Yes,Yes,Supportive,No,PC,No,Cautious,No,Umm...,No,Space,Yes,In-person,No,Yes,Yes,Yes,Grrr people,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Own,Optimist,Dad,No,No,No,Yes,Nope,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes
649,1998,Female,"$50,000 - $74,999",Single (no kids),Current K-12,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cautious,,,,,,,,,Yes,,,No,,,,No,,,,No,No,No,No,Own,Optimist,Dad,No,No,Yes,Yes,Nope,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No
650,1972,Female,"over $150,000",Married (w/kids),Bachelor's Degree,Democrat,No,Yes,No,Yes,No,Yes,Public,No,Yes,No,Yes,No,No,Yes,Science,Study first,No,No,Yes,Yes,Giving,Yes,Yes,Pragmatist,No,No,Hot headed,Odd hours,No,Happy,Yes,Yes,No,Yes,P.M.,Yes,End,Yes,No,Me,Yes,No,Yes,No,No,TMI,No,No,Tunes,People,No,Yes,Yes,No,Yes,Supportive,Yes,PC,No,Cautious,No,Umm...,No,Socialize,No,In-person,No,No,Yes,No,Grrr people,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Own,Pessimist,Dad,No,Yes,Yes,Yes,Check!,Yes,No,No,No,Yes,Yes,Only-child,No,No,No
652,1997,Male,"$75,000 - $100,000",Single (no kids),Current K-12,Republican,Yes,No,No,No,No,Yes,Private,No,Yes,Yes,Yes,No,Yes,Yes,Science,Study first,No,Yes,Yes,No,Receiving,Yes,Yes,Idealist,No,No,Cool headed,Standard hours,No,Happy,No,No,No,Yes,P.M.,Yes,Start,Yes,No,Circumstances,Yes,No,No,Yes,No,Mysterious,No,No,Tunes,People,Yes,Yes,Yes,Yes,Yes,Supportive,Yes,Mac,No,Cautious,No,Umm...,No,Socialize,Yes,In-person,No,Yes,Yes,Yes,Grrr people,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Own,Pessimist,Mom,No,Yes,Yes,Yes,Nope,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes
653,1998,Male,"over $150,000",Single (no kids),Current K-12,Democrat,Yes,Yes,No,No,Yes,Yes,Private,No,No,Yes,Yes,No,No,Yes,Science,Try first,No,Yes,,,,No,Yes,Idealist,No,Yes,Cool headed,Standard hours,Yes,Happy,Yes,Yes,Yes,Yes,P.M.,Yes,Start,Yes,No,Circumstances,Yes,Yes,No,Yes,No,Mysterious,No,Yes,Tunes,People,Yes,Yes,No,Yes,Yes,Supportive,No,Mac,No,Risk-friendly,No,Umm...,No,Socialize,Yes,In-person,No,Yes,Yes,No,Grrr people,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Own,Optimist,Dad,No,No,Yes,No,Nope,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes
654,1997,Male,"$50,000 - $74,999",Single (no kids),Current K-12,Democrat,,,,,,,,,No,Yes,,,,,,,,,No,Yes,Giving,,,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,No,Yes,,,,,Risk-friendly,,,,,,In-person,,,,,,No,Yes,No,,,,No,,No,,Yes,Yes,,,,,,,,Check!,No,No,No,No,No,No,Yes,Yes,No,No
655,1989,Male,"$50,000 - $74,999",Single (no kids),Bachelor's Degree,Democrat,No,No,Yes,No,No,No,Public,Yes,Yes,No,Yes,Yes,No,Yes,Art,Study first,No,Yes,Yes,No,Giving,No,No,Idealist,No,No,Cool headed,Odd hours,Yes,Happy,No,Yes,No,No,P.M.,Yes,End,Yes,No,Circumstances,No,Yes,No,Yes,No,Mysterious,Yes,No,Talk,People,No,Yes,No,Yes,No,Supportive,Yes,Mac,No,Cautious,No,Yes!,No,Socialize,No,In-person,No,Yes,Yes,Yes,Yay people!,No,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Rent,Optimist,Mom,No,Yes,Yes,Yes,Nope,No,No,No,No,Yes,No,Only-child,Yes,No,No
656,1999,Male,,Single (no kids),Current K-12,Democrat,No,No,No,No,Yes,Yes,Public,No,No,No,Yes,No,Yes,Yes,Science,Try first,No,Yes,No,No,Receiving,,,,,,,,Yes,,,Yes,No,Yes,P.M.,,,,,Me,,,,,,,No,,,,,,,,Yes,,,PC,No,Cautious,No,,No,,Yes,In-person,No,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,
657,NA,Male,"$100,001 - $150,000",Married (no kids),Bachelor's Degree,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Talk,People,No,,,No,,,,,No,Risk-friendly,No,,No,,,In-person,No,,Yes,Yes,Grrr people,,,,,,No,,,,,,,,,,,Yes,,,,,,,Yes,Yes,,,,,
658,1970,Male,"$75,000 - $100,000",Married (w/kids),Bachelor's Degree,Democrat,,Yes,No,Yes,No,Yes,Public,No,Yes,No,,,,,,,,,No,,,No,,,,,Cool headed,Standard hours,,Happy,No,,No,Yes,P.M.,Yes,Start,Yes,No,Me,Yes,No,Yes,No,No,Mysterious,No,Yes,Talk,People,,,,,,,,,Yes,,,,,,,In-person,Yes,Yes,Yes,Yes,Yay people!,Yes,Yes,,Yes,,,No,Yes,No,No,No,Yes,,Optimist,Dad,,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,Yes,,,,Yes
660,1987,Male,"$50,000 - $74,999",Single (no kids),High School Diploma,Republican,Yes,No,No,Yes,No,No,Public,No,Yes,No,Yes,Yes,No,Yes,Science,Try first,Yes,Yes,No,No,Giving,No,No,Idealist,No,Yes,Cool headed,Standard hours,No,Happy,No,Yes,Yes,Yes,P.M.,Yes,End,Yes,No,Me,Yes,Yes,No,No,No,Mysterious,No,No,Tunes,People,No,Yes,Yes,Yes,Yes,Supportive,No,Mac,Yes,Cautious,No,Umm...,No,Space,No,In-person,Yes,No,Yes,Yes,Grrr people,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Rent,Optimist,Mom,No,Yes,No,Yes,Nope,Yes,No,No,No,No,No,Yes,No,No,No
662,1966,Male,"over $150,000",Married (w/kids),Bachelor's Degree,Democrat,No,Yes,No,Yes,No,Yes,Public,No,Yes,No,Yes,Yes,No,No,Science,Study first,No,Yes,Yes,Yes,Giving,No,No,Pragmatist,No,No,Cool headed,Standard hours,Yes,Happy,Yes,Yes,No,Yes,A.M.,Yes,Start,Yes,No,Circumstances,Yes,Yes,Yes,Yes,No,Mysterious,No,Yes,Tunes,Technology,Yes,Yes,Yes,No,Yes,Demanding,Yes,PC,Yes,Cautious,No,Yes!,No,Space,No,Online,No,No,No,Yes,Yay people!,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Own,Optimist,Mom,No,No,Yes,Yes,Check!,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes
663,1984,Male,"$50,000 - $74,999",Single (no kids),Bachelor's Degree,Republican,No,,No,Yes,,,,,Yes,No,Yes,,,,Science,,No,No,Yes,No,Giving,Yes,Yes,,,,Cool headed,Standard hours,Yes,,Yes,Yes,No,Yes,,,,,,Me,,No,No,Yes,,Mysterious,,,Talk,Technology,No,No,,,No,Supportive,No,PC,,Cautious,,Umm...,No,Space,No,In-person,Yes,Yes,No,Yes,Grrr people,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,,,,No,,,,,,,,,No,Yes,Yes,No,,
664,1970,Male,"$100,001 - $150,000",Married (w/kids),,Democrat,,,No,Yes,No,No,Public,No,No,No,Yes,Yes,No,Yes,Science,Study first,Yes,No,No,Yes,Giving,Yes,No,Pragmatist,No,No,Cool headed,Odd hours,No,Happy,No,Yes,No,Yes,P.M.,No,Start,No,Yes,Me,,No,Yes,,No,Mysterious,Yes,No,,,No,No,Yes,No,Yes,Demanding,No,PC,Yes,Cautious,Yes,Yes!,No,Space,No,Online,Yes,Yes,Yes,Yes,Grrr people,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Own,Optimist,Mom,No,Yes,No,No,Nope,Yes,No,No,Yes,No,Yes,Yes,No,No,No
665,1979,Male,"$50,000 - $74,999",Single (no kids),Associate's Degree,Republican,No,Yes,No,Yes,No,Yes,Public,No,Yes,No,Yes,No,No,Yes,Science,Study first,Yes,Yes,Yes,No,Giving,Yes,No,Idealist,No,No,Cool headed,Odd hours,Yes,Right,No,Yes,Yes,No,P.M.,No,End,Yes,Yes,Circumstances,Yes,Yes,No,No,No,TMI,Yes,No,Talk,Technology,No,Yes,Yes,No,No,Demanding,No,Mac,Yes,Cautious,No,Yes!,No,Space,No,Online,No,,No,Yes,Grrr people,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,Own,Optimist,Dad,Yes,Yes,No,Yes,Check!,No,No,No,Yes,Yes,No,Yes,No,No,Yes
666,1987,Male,"over $150,000",Single (no kids),Doctoral Degree,Republican,,,,,,,,,,,,,,,,,,,,,,,No,Idealist,No,Yes,,,,,,,,,,,,,,,,,,,No,TMI,Yes,No,Tunes,People,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,No,Yes,,,,
667,1970,Male,"$50,000 - $74,999",Married (w/kids),Master's Degree,Republican,No,Yes,No,Yes,Yes,Yes,Public,Yes,No,No,Yes,Yes,Yes,No,Science,Try first,No,No,Yes,Yes,Giving,Yes,No,Pragmatist,Yes,Yes,Cool headed,Odd hours,No,Happy,Yes,Yes,Yes,No,P.M.,Yes,Start,No,Yes,Me,Yes,No,Yes,Yes,No,TMI,No,Yes,Tunes,Technology,Yes,No,Yes,No,Yes,Demanding,No,PC,Yes,Risk-friendly,No,Yes!,No,Socialize,No,In-person,Yes,Yes,No,No,Yay people!,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Own,Optimist,Dad,Yes,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes
668,1978,Female,"$25,001 - $50,000",Single (no kids),Associate's Degree,Republican,No,Yes,No,Yes,No,No,Public,Yes,Yes,No,Yes,Yes,No,Yes,Science,Try first,Yes,No,No,Yes,Giving,Yes,No,Pragmatist,No,No,Cool headed,Standard hours,Yes,Happy,Yes,Yes,No,Yes,P.M.,Yes,End,Yes,No,Me,No,No,Yes,Yes,Yes,Mysterious,No,Yes,Tunes,Technology,No,Yes,Yes,No,Yes,Supportive,No,Mac,Yes,Cautious,No,Umm...,Yes,Space,Yes,In-person,No,Yes,Yes,Yes,Grrr people,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Rent,Optimist,Mom,No,No,Yes,Yes,Nope,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No
669,1996,Male,"$75,000 - $100,000",Single (no kids),Current K-12,Republican,,No,,No,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Art,Try first,Yes,No,No,Yes,Giving,Yes,Yes,Pragmatist,No,No,,Standard hours,,,No,Yes,,Yes,,,,,Yes,Circumstances,,No,No,,,TMI,No,Yes,Tunes,People,Yes,No,Yes,No,No,Demanding,No,PC,No,Risk-friendly,No,Yes!,No,Space,Yes,In-person,No,Yes,Yes,No,Yay people!,Yes,,No,No,,Yes,No,Yes,No,No,No,No,Own,Optimist,Mom,No,No,Yes,Yes,Nope,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
670,1995,Male,"$75,000 - $100,000",Single (no kids),High School Diploma,Republican,,Yes,No,No,Yes,Yes,Public,Yes,Yes,No,Yes,Yes,Yes,Yes,Science,Try first,No,No,Yes,No,Giving,Yes,Yes,Pragmatist,No,No,Cool headed,Odd hours,No,Right,No,Yes,No,Yes,P.M.,Yes,Start,Yes,No,Me,Yes,No,Yes,Yes,Yes,Mysterious,Yes,No,Tunes,Technology,Yes,Yes,Yes,No,Yes,Supportive,Yes,PC,No,Cautious,No,Yes!,No,Space,Yes,In-person,No,Yes,Yes,Yes,Grrr people,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Rent,Pessimist,Dad,No,No,Yes,Yes,Nope,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
671,1980,Male,"$50,000 - $74,999",Single (no kids),Master's Degree,Democrat,No,Yes,No,Yes,Yes,No,Private,No,Yes,No,Yes,No,Yes,Yes,Art,Study first,No,Yes,No,Yes,Giving,Yes,No,Pragmatist,Yes,Yes,,Standard hours,No,Happy,Yes,Yes,No,Yes,P.M.,Yes,Start,No,No,Circumstances,Yes,Yes,Yes,Yes,No,Mysterious,No,No,Talk,People,No,No,Yes,No,Yes,Demanding,Yes,PC,No,Cautious,Yes,Umm...,No,Space,No,In-person,Yes,Yes,Yes,Yes,Grrr people,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Rent,Pessimist,Dad,No,Yes,No,Yes,Check!,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes
672,NA,Male,,,,Republican,No,Yes,No,No,No,Yes,Public,No,Yes,No,Yes,Yes,No,Yes,Science,Study first,Yes,Yes,Yes,Yes,Giving,Yes,Yes,Pragmatist,No,No,Cool headed,Standard hours,No,Right,No,Yes,No,Yes,A.M.,Yes,Start,Yes,No,Me,Yes,No,No,Yes,No,Mysterious,No,No,Tunes,Technology,No,No,Yes,Yes,Yes,Demanding,No,PC,No,Cautious,No,Yes!,No,Space,Yes,In-person,No,Yes,Yes,Yes,Grrr people,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Own,Optimist,Mom,No,No,No,Yes,Check!,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes
673,1975,Female,"under $25,000",Single (no kids),,Democrat,,,,,,,,,,,Yes,Yes,No,,,Try first,No,No,Yes,No,Giving,Yes,Yes,,Yes,Yes,Cool headed,Odd hours,,,No,,,,,,,,,,,,,,,,Yes,,Tunes,People,Yes,Yes,Yes,No,No,Supportive,,,,,,,,,,,,,Yes,,Yay people!,,,,,,,,Yes,No,Yes,Yes,Yes,Own,Optimist,Dad,No,Yes,Yes,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No
674,1994,Male,"$100,001 - $150,000",Single (no kids),Current K-12,Democrat,,,,,,,,,,,Yes,No,Yes,Yes,Science,Study first,Yes,Yes,Yes,Yes,Giving,Yes,,,,,Cool headed,Standard hours,No,Happy,Yes,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,1954,Male,"$100,001 - $150,000",Married (w/kids),Bachelor's Degree,Democrat,,No,No,Yes,No,Yes,Private,No,No,No,No,No,No,Yes,Science,Study first,Yes,Yes,Yes,Yes,Giving,Yes,No,Idealist,No,No,Cool headed,Standard hours,No,Happy,No,Yes,Yes,No,P.M.,Yes,End,No,Yes,Me,Yes,No,Yes,Yes,Yes,TMI,No,Yes,Talk,Technology,Yes,No,Yes,Yes,Yes,Supportive,No,PC,Yes,Risk-friendly,No,Yes!,No,Socialize,Yes,In-person,No,Yes,Yes,Yes,Yay people!,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Own,Optimist,Mom,Yes,Yes,No,Yes,Nope,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
676,1959,Male,,Married (w/kids),Doctoral Degree,Republican,No,No,No,Yes,No,Yes,Public,,Yes,No,No,Yes,Yes,Yes,,Study first,Yes,Yes,,Yes,Giving,Yes,No,Pragmatist,No,Yes,Hot headed,Standard hours,No,Happy,Yes,Yes,Yes,Yes,A.M.,Yes,Start,Yes,No,Circumstances,No,,Yes,Yes,,,Yes,Yes,Talk,People,Yes,,,,Yes,,No,,Yes,Cautious,No,Yes!,No,Space,,In-person,Yes,Yes,,Yes,Yay people!,Yes,No,No,,,No,Yes,Yes,No,,,,,,Dad,,,Yes,,,,,No,,Yes,,Yes,,Yes,Yes
677,1980,Female,"$50,000 - $74,999",Married (no kids),High School Diploma,Democrat,,Yes,No,,No,Yes,Public,No,Yes,,Yes,No,No,Yes,Science,Try first,,No,Yes,No,,,Yes,,No,Yes,Cool headed,Odd hours,Yes,Happy,No,Yes,No,No,P.M.,Yes,Start,Yes,No,Circumstances,Yes,Yes,Yes,Yes,No,Mysterious,No,,,People,,Yes,Yes,,No,,Yes,,,Cautious,,Yes!,No,Space,No,Online,Yes,Yes,Yes,Yes,Grrr people,No,,No,No,Yes,Yes,,No,No,Yes,Yes,No,Rent,Optimist,Mom,No,Yes,Yes,Yes,Nope,Yes,No,,No,,No,Only-child,No,No,No
678,1975,Female,"$50,000 - $74,999",Married (w/kids),Master's Degree,Republican,,,,,No,Yes,Public,No,Yes,No,Yes,No,Yes,Yes,Science,Try first,No,No,No,No,Giving,Yes,No,Idealist,No,No,Cool headed,Odd hours,No,Happy,Yes,Yes,,,,,,No,No,Circumstances,,,,,,,,,Tunes,People,Yes,Yes,Yes,No,No,Supportive,Yes,Mac,No,,No,,,,,,,,,Yes,Yay people!,,,,,,,Yes,No,,Yes,Yes,,,Optimist,Dad,,No,Yes,,Nope,Yes,No,No,No,Yes,Yes,Yes,No,Yes,
679,1979,Male,"under $25,000",Married (w/kids),Master's Degree,Republican,,No,No,Yes,No,No,Public,No,No,No,,,Yes,Yes,Science,Study first,Yes,No,No,No,Receiving,Yes,No,Pragmatist,No,Yes,,,,,,,,,,Yes,,No,No,,No,No,Yes,No,Yes,Mysterious,No,No,Tunes,Technology,,,,,Yes,Supportive,No,PC,Yes,,,Yes!,No,Space,No,Online,Yes,No,Yes,No,Yay people!,Yes,Yes,No,Yes,No,Yes,No,Yes,,,,,Own,Pessimist,Mom,No,,,,Check!,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes
680,1995,Male,"over $150,000",Single (no kids),Current Undergraduate,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,,,Start,,,,,,,,No,Mysterious,No,No,Tunes,People,Yes,No,Yes,Yes,Yes,Supportive,No,Mac,No,Cautious,No,Yes!,No,Socialize,Yes,In-person,No,Yes,Yes,Yes,Yay people!,,,,,,,No,,,,,Yes,Rent,Optimist,Mom,No,No,No,Yes,Check!,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes
681,1955,Female,"over $150,000",Married (w/kids),Master's Degree,Republican,,No,No,Yes,No,No,Public,No,Yes,No,No,No,Yes,Yes,Art,Study first,,No,,,,,No,Pragmatist,No,Yes,Cool headed,Standard hours,Yes,Right,Yes,No,Yes,No,P.M.,Yes,Start,Yes,No,,Yes,No,Yes,No,No,TMI,No,Yes,Talk,People,Yes,Yes,Yes,No,Yes,Demanding,No,PC,Yes,Cautious,No,Yes!,No,Socialize,No,Online,No,Yes,,,,Yes,Yes,No,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,
682,1990,Male,"$75,000 - $100,000",Single (no kids),,Democrat,No,Yes,No,No,No,No,Public,No,No,No,No,Yes,Yes,No,Science,Try first,No,No,No,No,Receiving,Yes,Yes,Idealist,No,No,Cool headed,Standard hours,No,Happy,Yes,Yes,No,No,P.M.,Yes,Start,Yes,No,Circumstances,Yes,Yes,No,Yes,No,Mysterious,No,No,Tunes,Technology,No,No,Yes,No,No,Supportive,No,Mac,Yes,Cautious,No,Yes!,Yes,Space,No,In-person,No,No,Yes,No,Yay people!,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Rent,Optimist,Mom,No,Yes,No,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes
684,1960,Female,"over $150,000",Married (w/kids),Associate's Degree,Republican,No,No,,No,Yes,No,Public,Yes,No,No,No,Yes,No,Yes,Art,Try first,Yes,Yes,No,No,Giving,Yes,No,Pragmatist,Yes,Yes,Cool headed,Odd hours,Yes,Happy,Yes,Yes,Yes,Yes,A.M.,Yes,Start,Yes,Yes,Me,Yes,No,No,No,No,TMI,No,No,Talk,Technology,Yes,Yes,Yes,No,No,Demanding,No,PC,Yes,Cautious,No,Umm...,No,Space,No,In-person,Yes,Yes,Yes,No,Yay people!,Yes,,,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Own,Optimist,Mom,No,Yes,Yes,No,Check!,No,No,No,Yes,Yes,,Yes,Yes,,Yes
686,1996,Female,"$75,000 - $100,000",Single (no kids),Current K-12,Democrat,,,,,,,,,,,No,No,,Yes,Science,,,,No,,Giving,,,,Yes,Yes,Cool headed,Standard hours,No,Happy,Yes,Yes,No,Yes,P.M.,Yes,End,Yes,No,Circumstances,No,,,,Yes,TMI,No,No,Tunes,Technology,,,,,Yes,Supportive,Yes,PC,,,,Umm...,,Space,,In-person,No,,,,,,,,,,,,,,,,Yes,Rent,Pessimist,,No,No,Yes,,Check!,Yes,No,No,Yes,,,,,,
687,1993,Male,"under $25,000",Single (no kids),Current Undergraduate,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Tunes,Technology,No,No,Yes,Yes,Yes,Supportive,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,1996,Male,"over $150,000",Married (w/kids),Current K-12,Republican,No,Yes,No,No,No,Yes,Public,No,No,No,No,No,Yes,Yes,Science,Try first,No,Yes,No,No,Giving,Yes,Yes,Pragmatist,No,No,Cool headed,Standard hours,No,Right,Yes,Yes,No,No,P.M.,Yes,Start,Yes,No,Circumstances,No,Yes,No,No,Yes,Mysterious,No,No,Tunes,Technology,No,No,Yes,No,Yes,Demanding,No,Mac,No,Cautious,No,Umm...,No,Space,No,In-person,No,No,Yes,Yes,Grrr people,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,Own,Pessimist,Mom,Yes,No,No,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes
689,1974,Male,"$100,001 - $150,000",Married (no kids),Bachelor's Degree,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P.M.,Yes,End,Yes,No,Me,Yes,Yes,Yes,Yes,No,TMI,Yes,Yes,Talk,Technology,No,Yes,Yes,Yes,No,Demanding,Yes,Mac,Yes,Cautious,No,Yes!,No,Space,No,In-person,Yes,Yes,Yes,Yes,Grrr people,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,Own,Pessimist,Mom,No,Yes,Yes,No,Nope,Yes,No,No,Yes,No,No,Yes,No,No,No
690,1962,Male,"$75,000 - $100,000",Single (no kids),Master's Degree,Democrat,,,No,Yes,,,,,,,,,Yes,Yes,,,No,,,Yes,,Yes,No,,No,No,,Standard hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,1953,Male,"over $150,000",Married (no kids),Master's Degree,Democrat,,,,,,,,,Yes,No,No,Yes,No,Yes,Science,Study first,No,Yes,Yes,No,Giving,Yes,No,Pragmatist,No,No,Cool headed,,,,,,,,,Yes,Start,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,1950,Female,"$75,000 - $100,000",Married (w/kids),High School Diploma,Republican,No,No,No,No,No,No,Private,Yes,Yes,No,No,No,No,Yes,Science,Study first,No,No,No,Yes,Giving,Yes,No,Pragmatist,No,Yes,Cool headed,Standard hours,No,Happy,Yes,Yes,No,No,P.M.,No,End,Yes,No,Circumstances,No,No,Yes,No,No,TMI,Yes,No,Tunes,People,Yes,No,Yes,No,No,Supportive,No,PC,Yes,Cautious,Yes,Yes!,No,Socialize,No,Online,Yes,Yes,Yes,Yes,Yay people!,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Own,Optimist,Dad,No,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes
693,1995,Male,"$100,001 - $150,000",Single (no kids),Current K-12,Republican,Yes,No,No,No,No,No,Private,No,Yes,No,No,Yes,Yes,Yes,Science,Study first,Yes,Yes,No,No,Receiving,No,No,Pragmatist,No,No,Cool headed,Standard hours,No,Happy,Yes,Yes,No,Yes,A.M.,Yes,Start,Yes,No,Me,Yes,Yes,Yes,No,No,Mysterious,No,No,Tunes,People,Yes,No,Yes,Yes,Yes,Supportive,No,Mac,No,Cautious,No,Yes!,No,Space,Yes,In-person,No,Yes,Yes,Yes,Yay people!,No,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,Own,Pessimist,Dad,No,No,Yes,Yes,Nope,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes
